userID,recommended_itemIDs
2987,1196  919  3481  260  2617  1924  2572  2640  2692  913
2991,924  1214  2968  1080  2791  2804  858  2288  288  1968
2997,2762  589  1580  1527  1584  733  1909  2686  1219  1924
3001,919  780  3408  1291  1035  953  3624  1079  2501  2470
3005,589  2021  1584  2791  2916  1197  1376  1240  1356  1200
3009,2997  924  1584  750  3424  1921  3471  1717  265  1449
3019,920  2067  1307  1035  265  3697  750  2987  919  2288
3021,1387  595  2081  3257  2194  2366  2804  353  1358  953
3027,589  318  1198  1527  1213  457  1080  1291  1136  3147
3029,2858  2502  316  2739  1129  288  3252  2872  1262  2355
3035,3471  3386  924  1711  2968  1374  1409  1231  2355  2640
3039,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
3041,608  1041  3481  1674  1215  1591  2005  457  2688  367
3043,2288  1214  1240  2455  1321  1222  1982  3697  2986  1200
3045,1196  2791  1256  3396  1552  2064  1961  1270  1556  592
3055,593  260  1196  2716  223  1222  2115  3751  2502  1374
3057,3704  1556  1015  1586  231  150  3751  2353  3499  1214
3061,1965  1732  3802  543  3363  2081  866  2826  908  2455
3067,150  318  2501  3752  3360  2987  1231  1965  2699  592
3079,2692  2804  1240  2100  3052  2968  3499  231  590  2716
3085,3753  1917  95  1214  3175  1552  3147  3408  2384  1918
3087,2858  2762  1206  1094  1625  2710  2908  3147  3471  3160
3089,1617  590  1222  923  908  1089  913  1266  2944  1215
3095,2396  1876  1784  2908  1193  1608  2599  2333  235  3793
3103,589  1097  2599  1094  3897  377  1960  2054  1299  2335
3109,1196  1198  920  1252  2761  2115  1952  457  2890  223
3117,1894  2303  2004  2054  1356  1208  1148  1396  1206  420
3135,2761  1584  2064  2890  1129  1215  2599  1172  587  2384
3139,1617  913  912  1252  1284  1089  3435  1882  3396  2716
3141,2858  377  1307  1208  3897  1302  1172  1370  539  1387
3143,2683  1517  784  367  2502  508  2692  2394  1393  1994
3147,2054  2081  1552  1690  2288  2335  216  2105  968  648
3157,1196  260  2762  1208  1213  1219  588  2194  3386  594
3169,1617  1213  1307  1252  1961  2133  539  1094  3208  2300
3171,1214  260  2804  1784  1252  1196  589  858  377  1617
3179,589  1240  1956  2694  1136  377  3361  1196  3210  2302
3185,2028  2706  1219  908  1261  2890  1994  904  1215  1258
3199,858  1097  923  1961  1663  3471  111  1376  3175  2968
3203,593  2959  1617  2692  1246  1242  3448  3160  912  3702
3215,2396  3408  3793  539  2763  2916  1608  1831  3175  3753
3217,2858  908  590  3623  904  1562  1035  2987  1721  3160
3237,2324  2692  2431  2478  2686  587  3247  357  923  2153
3239,1089  555  778  788  2580  1370  377  2617  2011  1266
3243,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
3245,2858  1394  3527  2640  3702  2455  1129  2641  1247  367
3269,858  1097  2791  1387  1090  551  912  2968  357  2105
3281,2028  2762  2858  595  1215  3481  1876  588  2081  908
3287,2762  318  457  150  2329  3147  265  1207  104  1172
3297,908  904  3095  1219  903  954  2253  1207  923  3468
3299,1196  2997  858  260  1197  1213  923  1222  922  551
3309,2028  1270  1517  2005  180  2683  1028  587  2407  2763
3313,1270  919  1028  2011  1584  1035  595  2324  1234  2105
3317,1580  551  3253  661  2353  442  2605  923  2688  235
3319,3481  3897  3083  3911  1449  1969  2599  2431  1041  588
3321,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
3335,919  1028  150  3408  1805  2455  2137  2581  3809  2300
3337,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
3343,2692  778  2580  2502  551  353  1921  2908  908  3252
3353,1617  1252  3702  457  800  3160  2011  2692  2194  1584
3355,2762  3793  1617  457  1556  344  1027  1801  2064  590
3357,2997  2700  3175  3793  2502  1556  2094  1500  2335  2100
3359,2712  1193  2959  2657  253  223  3499  3101  1234  2455
3373,2804  1035  153  3361  1394  2699  1278  1079  1562  2712
3377,1580  260  1196  1198  2968  3793  367  2105  778  2302
3383,541  2762  2804  1089  1387  111  2617  2908  1206  3264
3385,2762  260  912  1240  1304  3704  913  1214  953  1196
3401,2762  541  2324  457  1207  953  1682  919  912  1625
3403,2683  2700  1193  3793  2959  3033  2384  2890  2572  1370
3441,3247  104  546  2716  2355  367  3147  551  2302  1089
3447,858  2324  1291  3148  508  1242  1198  3247  1037  265
3457,912  3481  913  3897  1748  3911  923  1500  95  1240
3469,1500  1196  2706  3450  1094  1275  3785  1037  1266  2248
3473,2858  2355  1198  1676  3175  1240  2115  2011  1909  1339
3479,2858  2997  750  111  2455  912  3033  3471  1213  1876
3485,1252  1266  1372  3037  1214  800  1920  104  1517  913
3489,2762  3408  3751  1608  265  1784  2333  2699  1625  3535
3495,1198  1200  1090  908  1291  1222  750  914  1262  904
3501,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
3505,608  260  3418  111  1208  3785  2064  344  1275  1090
3507,589  1965  2455  2826  485  1077  2600  836  2150  2329
3517,1527  3753  1291  1517  3717  587  1500  541  1079  1200
3527,589  1544  780  3785  733  2617  1291  2722  2713  2161
3529,589  2028  3147  2826  2580  1591  2153  1645  2094  920
3533,1206  912  1213  3897  1968  1266  750  913  923  3481
3539,2797  1261  1378  2502  1307  3471  3255  1215  1234  3481
3541,1097  1240  1035  589  3705  1275  2455  1247  1198  1235
3547,1580  2792  1396  2105  3481  1035  2140  2294  1321  3101
3549,858  1222  1231  1208  1090  3471  1215  1276  1242  1962
3551,593  316  231  3471  2763  1721  2353  260  2716  2605
3577,2858  1213  587  111  3386  1089  348  1552  2289  920
3583,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
3595,1197  3481  923  736  1748  588  2640  2641  1248  2617
3597,2997  111  2153  912  1206  1876  3450  1104  1088  3264
3599,608  1213  858  1222  3793  1676  2692  913  2987  3082
3603,589  1387  2710  2396  2712  1198  1258  1208  2289  253
3605,3753  1213  1580  736  587  3107  2617  733  1100  1215
3609,2959  223  260  2700  1206  318  1215  1285  3361  1079
3615,3624  1271  1784  2692  434  3535  1690  924  2424  908
3623,2700  1270  1197  2021  924  2712  750  3535  2324  2291
3635,2355  3481  3793  1291  2081  1682  1304  1234  2384  2094
3639,1196  1270  2804  1356  1372  1376  266  1258  329  1994
3641,1222  111  1090  858  1213  1242  1961  2692  1258  3717
3643,1214  3418  1777  1200  1968  2572  1500  2094  2248  3285
3649,593  2908  1246  2324  2997  111  1608  1094  260  1682
3653,3751  1148  1094  1965  3481  1805  1381  1957  3802  778
3655,1213  2997  3052  2863  1028  1222  3386  1729  1089  2890
3661,1197  593  2997  1617  2720  318  2987  2324  2622  2081
3663,2908  1094  1041  3160  111  3753  1291  2599  1356  2384
3671,593  1097  1193  1394  1089  2324  1278  1307  3499  1663
3673,2959  2858  1617  590  2712  1200  3424  111  2064  2288
3689,1198  1653  111  858  1748  923  2881  308  1591  357
3691,1148  1223  3751  3683  2723  1374  1882  1235  1198  1252
3695,661  551  2161  1500  2193  2140  1278  357  3363  924
3703,1214  1958  733  1387  1953  1292  2081  2692  3753  2605
3705,2028  3175  1080  1136  1965  3210  2109  1077  539  2145
3707,2396  593  3176  858  1213  339  1089  2720  1266  1393
3719,2028  541  1784  1252  1266  1214  750  589  592  1527
3721,1721  3471  2355  1208  3363  1587  1231  2001  1247  1682
3725,750  908  111  1393  3751  1376  858  910  1876  955
3729,912  1500  1060  3148  3897  2572  3911  3481  2762  2248
3735,913  912  1252  1284  2826  1591  3334  2094  367  1212
3737,910  3363  2881  1339  778  2863  3255  3396  3785  3176
3741,858  1197  1222  3697  223  1215  457  1584  1198  1090
3753,2858  1248  592  3408  2791  3471  1266  849  3147  2605
3757,858  2804  318  1198  2712  3361  1291  3253  316  1645
3761,2858  141  3157  2124  590  592  2064  2908  1291  367
3763,1206  1136  231  904  344  908  1080  903  910  778
3765,1394  3147  1393  1028  1278  3408  919  1088  1663  2950
3769,589  2791  908  2640  1022  920  1089  780  593  1748
3775,1356  329  2393  592  968  1372  2718  1876  1275  1291
3779,260  858  3175  2628  2657  589  2396  590  1291  1196
3797,1270  260  1387  1136  923  908  912  1028  1219  2968
3799,913  912  1284  1252  3334  1591  2826  1254  648  367
3803,2858  593  608  1240  377  3147  3000  587  247  1374
3811,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
3817,1089  1213  778  555  1266  1219  2428  2605  2391  377
3819,1405  3798  3173  1645  2329  733  3825  2694  1077  1347
3831,912  111  1387  1235  1674  1584  235  1952  1276  2194
3839,590  1270  919  3702  150  318  2944  953  1240  1304
3845,260  3785  3752  1196  454  1035  3744  1591  3471  1376
3853,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
3855,593  1193  1784  3418  3897  2002  1918  3753  2288  590
3857,2336  2686  316  2081  1653  2959  1527  778  2333  367
3861,2968  2105  247  1921  231  1387  2054  2002  2706  2987
3867,2858  2599  2706  1805  2986  231  3210  539  1129  1584
3869,3623  3785  3147  2908  2605  2021  357  3082  1148  2528
3871,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
3883,2160  1258  2826  1252  1284  541  1339  253  1387  3101
3887,2683  2599  3481  1912  1240  2987  1296  1690  2699  3210
3901,3897  485  3160  3481  737  1653  3238  2054  1028  1374
3911,2761  3751  1907  595  587  1584  2355  551  1090  2081
3921,318  1198  1291  1358  150  923  2115  1584  3147  2986
3939,922  3435  1252  913  923  2186  1284  926  930  1285
3941,508  377  1961  1831  1784  318  1302  1625  1037  1732
3943,2858  1394  1219  1252  1591  1299  1208  2160  1339  1094
3945,908  3911  904  1035  903  1219  1258  1261  1449  442
3947,260  924  912  2291  904  913  1304  953  2664  923
3953,2396  2987  1148  2857  3717  1921  2468  541  1584  1223
3967,260  1208  923  1196  1376  648  2053  3481  1302  1876
3975,318  3751  1028  150  1148  288  1197  592  1094  2688
3977,2160  1219  1387  1345  2692  357  253  3499  1339  588
3981,246  2064  3424  1213  3257  2391  2291  1147  1222  1247
3987,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
3991,1097  919  1198  590  541  3527  1278  3363  1242  2011
4001,2858  2762  2581  1247  3699  1242  172  1732  457  912
4017,2762  608  3101  1358  150  2248  1625  968  1214  3699
4019,2858  2716  1196  608  1270  318  1198  1200  1500  3052
4025,589  1240  2916  2968  1376  2115  1644  1608  2302  904
4035,260  924  1193  1252  1079  235  908  2300  3471  913
4037,2763  2605  3408  368  2694  457  1035  923  3717  3160
4043,377  595  2081  1912  588  353  2628  780  1129  2959
4055,912  913  923  750  968  1674  1304  1219  2694  953
4061,2617  246  589  2716  2300  919  3253  3911  3481  2064
4063,457  1909  1387  1278  3499  265  1625  1513  551  1393
4065,3751  3897  1148  3481  3911  595  1911  2100  3317  2713
4087,1197  898  920  2302  3361  2384  2890  3255  1584  2378
4093,2396  1097  1387  2804  1193  551  1921  1207  3704  3424
4101,1580  608  589  1408  800  111  736  1719  2858  1393
4129,2997  1198  1089  1584  1035  3499  3471  2115  3210  235
4131,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
4137,260  750  1035  1252  2455  1247  1212  913  1253  1248
4145,318  3147  377  919  3160  912  2355  923  111  3809
4147,2858  2490  2713  3785  2115  912  3524  778  2720  329
4149,2683  1517  2805  2692  2617  1358  2720  1088  3450  2413
4151,2858  2997  2502  912  2720  367  2160  1247  1088  1371
4153,608  2396  1617  2791  231  1089  2502  780  1302  1240
4155,2791  2105  2028  2580  2023  1373  2599  968  587  1242
4161,3160  1617  2805  3418  1088  1831  2804  750  3016  551
4165,260  2028  1617  3450  1196  1252  750  2058  1215  1035
4171,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
4181,260  2617  1372  1242  1196  1356  2291  111  1035  316
4185,592  2906  1059  1358  3527  2761  377  3699  2005  1748
4189,2336  2686  2021  733  316  1653  1527  1060  2324  3386
4191,858  2804  1240  1527  2968  2763  316  3108  2694  3471
4193,2762  3147  1717  3809  1407  1358  150  1304  724  1291
4197,2858  2502  2253  2572  3471  924  3527  1924  1682  1213
4199,1193  2657  919  3147  1358  1307  1088  2081  595  2428
4201,3175  1584  1387  1278  2054  1371  2366  1215  1258  2094
4203,1270  590  1214  3160  2324  1358  1247  2908  150  1266
4217,260  919  750  908  1206  608  904  903  316  1222
4223,590  1291  1304  1302  344  1242  1027  3386  1405  1608
4237,1198  1387  1208  849  2160  2716  586  1500  3526  1291
4239,2890  2762  1198  1732  593  2723  2826  1500  2722  3752
4243,2028  1234  1276  1304  1262  1912  2944  3363  2329  1193
4249,2700  1527  1028  1956  2761  551  1270  3751  153  1197
4251,541  1961  1037  1958  1214  1077  3717  1292  1957  2968
4253,260  1079  3809  2335  3033  1246  648  3361  1291  587
4263,260  2369  1625  1373  1748  2664  1253  2643  1247  3408
4271,2762  1721  3173  3354  2124  2686  1682  2105  914  541
4275,1968  2722  849  442  2713  673  2105  1246  2826  3210
4297,2858  2948  2949  3175  908  2872  1882  587  3809  3638
4299,2028  3418  778  1222  3210  1094  1584  2005  1276  1235
4301,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
4305,1580  1732  592  1617  1270  3471  912  2115  2023  1215
4307,1148  1223  3751  1262  1304  1208  1921  750  1356  1959
4309,1215  1206  2115  1500  2338  1984  724  750  3396  2793
4317,318  1214  1358  457  3785  648  2291  1037  2468  3386
4321,903  904  1945  1354  2908  3408  923  1104  2186  1219
4339,1302  1291  1246  1962  1957  2150  1376  2600  327  1961
4341,1206  2160  2826  3253  778  1258  924  1256  3897  2081
4345,608  541  150  1207  1231  1748  2987  318  1625  1358
4359,1198  541  3418  1562  2628  2011  3471  3396  2872  3717
4363,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
4371,2628  1374  1196  858  1200  3527  1356  2194  1645  111
4387,541  1214  2628  2872  1240  1552  3052  1252  2021  592
4397,2997  3160  2716  2336  1748  1393  2686  2908  3418  357
4399,1580  2916  329  1371  377  111  3697  1408  2081  3704
4429,593  1625  3527  1394  2692  353  2720  2413  1396  318
4431,3911  1732  3897  3481  172  2916  1035  2599  3499  223
4433,2858  2289  2763  2502  1732  3175  2706  2005  1028  908
4439,2762  2881  908  1206  3752  353  1994  2841  1500  2527
4459,3108  1721  3418  2968  2431  551  1968  3253  3448  266
4461,2987  1089  1193  1394  919  1219  594  2080  910  1022
4477,2858  924  1196  3471  1222  3408  1242  2580  2968  1912
4481,923  904  908  903  1207  2407  910  3809  1219  2324
4487,608  2997  1089  2804  3147  592  1356  3897  1247  1500
4495,595  2694  588  2720  2291  1022  2431  1035  95  2713
4499,2628  908  3535  3107  788  923  904  435  1219  2105
4515,1197  318  1215  2193  1777  593  339  1214  2355  2617
4523,592  3868  2353  1391  1682  2872  1372  377  1722  2194
4529,2028  590  3753  1200  457  1287  1242  2763  2424  2394
4531,2762  1094  3147  3408  2617  3418  3897  1653  919  1041
4539,2683  2716  1721  3624  2706  2410  1270  1917  111  353
4543,1240  3527  3481  2916  1373  3264  3160  1247  95  3752
4549,1955  260  1965  3471  2501  370  3702  1247  2712  1690
4551,2028  593  1213  2692  3897  1617  737  2391  920  1690
4559,3897  3481  3911  737  1690  485  2054  1222  1270  3238
4565,2858  2289  2064  1690  1037  1562  318  2302  2329  852
4567,1580  260  541  3717  1292  2034  141  2153  1958  3175
4569,353  1876  1748  592  2792  2580  1387  3793  1193  3535
4571,2688  1732  2881  3005  2289  592  1584  1711  1801  1544
4575,924  3160  750  913  778  1193  1060  1617  1784  1214
4585,858  1214  1617  1200  1198  1258  920  912  1266  1208
4589,1214  1200  1252  2692  1690  2081  1240  2664  231  316
4593,541  1207  3471  3751  2804  3108  3159  1208  2011  908
4603,1214  3471  648  1580  1200  541  2193  2640  1042  1387
4605,924  608  1784  1278  1089  1374  1266  3448  2353  2468
4611,951  1760  898  930  922  2186  2369  908  2791  2716
4613,1198  2683  2987  3160  457  1358  3408  1148  1517  1223
4623,1270  3527  2716  1645  1090  435  3386  586  1266  457
4625,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
4635,344  231  288  733  1208  2080  543  2105  1476  246
4647,2858  1193  1094  912  1276  1961  1235  1299  1222  1591
4651,3793  1372  1339  329  1356  2393  1376  1136  1375  2723
4653,2858  589  2700  3897  908  2329  223  2908  485  2001
4655,589  1721  1240  1304  1247  1266  2890  2722  1591  590
4657,951  1136  344  3535  3471  1193  2890  955  2080  1407
4659,1097  1376  1240  1527  1262  750  2064  2081  1968  737
4665,3751  357  1089  551  1381  3219  2355  1917  1097  497
4667,2336  1959  2324  2470  1391  2081  3593  3408  2333  1882
4669,1198  1097  1234  1552  904  260  1262  2791  1527  2531
4675,2762  1387  750  1207  1376  3897  2808  2023  3911  1247
4677,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
4679,318  1079  2987  1200  1307  1517  1304  2369  2797  2302
4687,2959  2700  2600  1378  3285  2291  2369  733  2915  2150
4701,260  593  265  1196  357  3471  3201  2122  318  1678
4705,593  1617  1358  2329  904  1674  3408  2324  908  1041
4717,913  260  1284  1784  1407  942  1252  2699  370  2987
4721,2468  1378  3717  1381  1517  780  1407  1252  818  2617
4727,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
4729,1200  1234  1374  1214  3527  1304  3363  780  784  849
4731,1580  1307  1396  2428  1952  357  2001  780  3484  1246
4733,318  3753  1035  3107  1653  2688  736  2808  953  3785
4735,2858  1784  150  1207  1381  1035  2501  1231  1959  1676
4739,1247  1358  1748  678  1958  3752  1961  509  1356  1952
4749,2291  3897  367  3253  1175  2722  1304  3255  253  2795
4757,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
4767,318  150  3751  908  593  3147  1079  1358  1416  1831
4771,733  2078  3448  594  3033  1136  2797  1882  2064  2080
4773,2858  3897  2605  532  1291  353  3861  2300  1219  1562
4775,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
4777,2959  2355  541  2288  908  2826  1912  1957  3793  1394
4781,858  2858  1617  908  3897  1304  1584  2723  1302  2987
4783,3408  586  1924  2916  2394  2013  1037  1136  1381  592
4791,608  150  1653  2424  1388  923  1500  2890  1909  1207
4793,1247  2010  3629  3107  1945  2664  2720  1256  1148  1348
4795,111  1304  3408  1957  1037  1079  1513  2717  539  1556
4811,2762  318  457  150  1608  1396  1674  1079  265  2686
4815,593  673  3450  2021  1617  318  2763  910  3753  2140
4821,858  1198  1214  2916  1374  1136  1304  1080  1387  1215
4827,223  3052  318  1206  588  595  1961  2081  2064  3471
4847,318  551  1909  1148  3751  2115  1223  1278  2064  457
4849,595  1608  1674  588  457  2968  3623  1207  3751  2194
4855,1278  1234  1304  3005  1207  1136  150  2791  3363  2085
4859,1394  2795  2054  2371  733  3683  1408  1732  1079  2194
4873,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
4877,1721  111  587  1674  1213  1372  2100  539  3160  1952
4879,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
4891,2028  2959  593  1198  858  1089  1732  3253  3210  2371
4893,2628  2011  673  908  2193  1275  3751  1252  2600  1909
4897,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
4901,920  1291  1292  3448  231  750  592  3175  2692  104
4911,2762  1197  1266  3175  648  529  2455  3418  2288  246
4913,2081  1291  2716  595  588  2628  377  1387  1198  150
4915,353  2081  104  196  3697  3785  2470  543  595  185
4919,2763  457  2605  327  1584  3638  1653  3633  1396  3082
4925,1240  589  3753  1090  1222  2193  3785  196  1242  1393
4927,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
4933,589  1831  2890  3699  3247  2797  1240  590  587  1921
4935,1721  1214  1909  1200  1196  1690  1387  1653  1760  1247
4937,1197  1198  111  908  1291  2908  904  3238  750  2826
4943,2858  593  2028  2791  1784  3868  592  3101  3252  1994
4947,1219  1252  913  1307  903  1037  2968  1513  908  3354
4955,1196  908  3363  1291  904  1234  1193  919  1617  1252
4961,750  3147  1407  2944  1376  1207  1262  104  788  1090
4965,2605  1291  1222  353  532  866  2300  673  161  1376
4967,318  3753  1784  357  3361  1307  1234  1242  2722  1304
4969,648  265  150  318  1299  1517  592  1196  2413  1242
4971,593  3160  910  1690  196  2532  235  111  1608  2531
4975,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
4981,1198  1544  1961  1291  2291  2916  2294  588  912  1219
4995,1617  1252  904  1953  913  922  903  457  2692  1625
5001,260  1196  1207  3471  3108  466  2605  1193  1148  1393
5013,2987  2599  1676  1214  2700  2692  1278  3418  2081  750
5021,1307  2797  1172  316  1924  2081  2001  1909  3785  913
5027,922  2694  1252  3435  1035  266  457  1094  1372  913
5029,924  3408  750  3386  1393  1784  2950  2384  3418  2371
5031,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
5033,1097  1721  3471  2797  3745  1376  288  590  919  1126
5037,1527  3408  2572  3448  3624  555  586  3638  551  3019
5069,1193  920  3424  2617  750  2064  2428  3148  265  1148
5073,2791  1278  2028  1197  1256  2858  2302  3147  235  2706
5081,2424  1777  539  3255  2001  1370  1961  2288  353  1129
5087,858  2291  913  910  922  2115  3435  2761  1235  3535
5093,608  1617  908  750  904  903  923  1252  2186  1219
5099,260  750  3471  788  2949  1196  1252  3363  2699  1077
5101,260  2959  3702  2005  1196  1562  551  3450  1035  3897
5109,1247  2664  551  3424  912  1252  3752  1089  1094  1197
5131,457  2028  3623  1608  588  919  595  1917  3082  592
5133,1196  318  1653  1208  923  3147  1090  595  1079  1088
5137,1035  908  904  1028  903  914  1207  923  590  1586
5145,589  260  1304  1234  1562  1196  590  2302  3785  1276
5149,2858  1197  1214  2353  1200  1215  3361  1608  2692  2792
5151,1527  1676  3481  1196  1240  592  1552  733  1291  2105
5153,1097  3753  3147  1090  2716  2336  3704  919  223  2890
5163,2804  1207  1136  1304  3264  150  266  2144  2795  3785
5167,1041  593  1094  800  1562  3160  1296  3083  3418  1635
5171,1394  1207  3704  953  3361  3527  2371  1674  1407  3629
5175,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
5179,1387  1214  1222  968  1676  2160  1584  1200  2804  1982
5185,2657  590  3160  1208  541  1222  1242  2478  2908  1206
5191,587  750  1213  778  1882  539  2324  1373  908  1527
5209,589  924  923  2011  1372  316  3238  1212  3159  2384
5213,608  2324  919  912  3148  1235  953  2428  595  1207
5215,1198  1968  3504  2723  1291  1957  1240  3448  1952  1148
5225,910  2094  1247  2580  1371  1370  2699  908  1375  3176
5227,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
5231,2858  858  1276  1247  1256  318  1732  1287  2872  2064
5241,1917  1136  589  1372  2431  3481  648  1080  1208  1258
5243,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
5245,1888  2324  3157  1653  2890  541  2291  3248  1917  1968
5247,1617  1097  1200  3751  1580  912  2355  1304  913  1148
5259,2858  2599  1266  2997  1682  485  2723  2580  3238  2302
5263,1711  1372  1079  1961  733  105  1608  1912  595  3033
5269,3408  908  3897  1917  1972  1784  1292  1584  1971  1391
5277,2324  2431  2792  1302  1219  2692  3285  3210  3246  3897
5279,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
5281,2762  1198  2791  1196  1307  1358  3101  316  3361  246
5285,2028  608  1213  3450  1304  968  1089  1552  1276  1287
5291,1196  1961  150  3471  1921  587  1608  1028  1784  1485
5295,1617  1196  235  1172  260  3173  2194  2289  2336  2013
5303,1270  2324  1307  2797  1358  3210  2692  2686  153  1924
5307,265  1079  1296  778  3052  920  3527  1921  1219  551
5321,1234  586  1304  367  912  784  1527  1387  1784  648
5325,2329  1690  587  1059  2826  1208  546  1625  1408  541
5327,1240  608  1721  2396  1784  1393  260  1247  648  1222
5331,2858  1234  1304  2064  1276  2683  3471  3257  3363  1235
5335,2599  1196  608  908  1207  111  1258  1396  1994  2528
5345,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
5349,589  2161  2005  2140  1500  111  2527  3526  2968  2640
5355,541  912  198  1219  913  1207  2124  1998  904  923
5357,1617  608  318  2700  357  1252  1396  2248  1500  316
5359,1580  2396  1079  1270  1292  2797  1284  913  1584  3210
5373,1213  587  111  1089  2329  2289  3386  246  1222  608
5383,1580  2396  2617  3147  1396  111  551  377  2694  1214
5385,750  1207  1278  904  908  1193  920  1921  1682  1136
5387,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
5391,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
5395,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
5399,2997  593  318  2712  3147  1278  1625  2959  3753  434
5409,608  3418  750  1396  1909  111  1213  3753  150  1079
5419,3160  908  904  1219  903  1258  2826  2384  2186  3785
5429,1097  1270  2657  1374  1291  1375  2797  2081  750  104
5435,2355  1961  1302  3448  2194  1962  3386  590  1957  3471
5439,2628  2028  2193  2600  457  1391  3285  3809  104  1373
5443,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
5447,2762  588  1961  595  485  3809  2011  1219  1393  3448
5449,3897  1266  3148  2100  1500  1917  3363  546  2700  3448
5451,318  1213  1079  1090  1222  3424  1307  2291  2950  737
5453,1196  3702  1197  260  1198  1694  2761  2021  588  3238
5459,593  1580  1240  1374  1278  1208  1207  1136  2872  1376
5461,1580  1079  1517  1208  3361  1358  2455  2100  1246  1371
5465,2028  1193  1208  1129  1376  1358  1222  904  1262  153
5471,2289  908  1240  3424  3070  2469  1028  1307  1396  3751
5473,2289  3481  2291  1393  509  1213  2908  2329  2712  3448
5479,3623  2657  1077  750  377  1690  1562  1921  1965  1917
5483,1278  1449  3911  316  1527  2791  3499  3481  1917  3175
5489,260  1617  1307  3471  3897  2723  316  1252  3535  3702
5495,1196  1676  1240  1653  2617  1912  913  198  750  1262
5501,903  904  141  908  1307  2186  1222  1219  2908  2986
5505,1097  858  1304  1079  2081  908  1234  1952  904  1953
5513,1224  1136  2243  1527  1207  316  2353  1376  3152  543
5543,1527  1200  1261  2915  3033  1299  1208  357  648  1090
5547,608  551  3471  2968  1234  1080  3033  2478  1136  543
5561,1097  2599  318  3793  2826  111  2761  1674  1408  1358
5563,2396  223  372  353  2890  2468  3147  913  673  497
5569,2028  1307  3363  910  1247  2797  357  457  1234  2081
5573,2762  2858  2028  593  1270  2997  2683  1198  1222  1291
5577,2028  2916  1240  1449  1676  3481  912  344  2253  2011
5595,2762  912  457  1608  913  1266  3363  1682  3256  1240
5603,2599  608  2396  2716  2193  2987  1912  2600  788  2692
5607,1197  1552  1732  163  733  2081  2694  1304  1676  1287
5609,908  3704  780  1882  1207  172  3499  485  904  3095
5611,260  733  1196  3752  2194  368  1394  485  434  1240
5627,1580  589  1196  1307  3147  357  2001  2002  3176  1912
5633,260  2396  1200  1266  1214  1222  913  1562  1090  3527
5635,1197  2959  1214  3052  1653  2288  1690  555  3793  1266
5639,541  2890  3176  1200  923  3052  968  2160  1214  1965
5647,318  2959  2683  2890  3253  2722  1370  1517  2502  1682
5657,1256  551  1148  2366  2064  3702  410  2580  2004  1035
5659,1219  1387  1580  3176  1394  1258  2664  908  2160  904
5663,593  1196  3751  1256  1148  1952  150  260  111  427
5669,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
5681,3175  2762  2396  924  3052  1198  2599  920  235  1219
5697,912  2028  111  1247  919  1235  1077  1674  1307  2581
5703,1197  2657  919  2804  1219  2366  1287  3702  1253  2454
5705,2150  608  265  342  1678  2826  1760  590  1090  586
5711,2762  910  150  2248  1393  3699  353  2502  1206  733
5727,2858  3005  2722  1584  2706  1278  1339  3624  2959  2763
5731,260  1089  1247  1207  111  1663  1375  1234  953  1035
5737,2428  512  1544  3717  1513  737  434  3697  2011  265
5741,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
5743,2700  589  1089  2599  1148  2291  3396  3210  1653  1223
5749,1270  1200  1214  1374  1388  788  2692  1222  2716  2857
5755,1197  2599  2396  1247  1968  587  1207  3448  1961  2193
